`,index,obs_1,obs_2,obs_3,obs_4,obs_5,action_1,action_2,action_3,reward
1533,1,-0.482902557,-0.400000006,-0.442863137,-0.444311142,-0.403636128,-0.066287637,1.0,0.0916040539741516,0.2625672221183777
1534,1,-0.482968837,-0.400000006,-0.442336261,-0.441770047,-0.400946617,-0.064146325,1.0,0.0839888900518417,0.2375663220882415
1535,1,-0.483032972,-0.400000006,-0.441853195,-0.441945255,-0.397920907,-0.066927761,1.0,0.0703640133142471,0.2692485451698303
1536,1,-0.483099908,-0.400000006,-0.44144851,-0.442149937,-0.400474995,-0.06645298,1.0,0.0632991939783096,0.1914498060941696
1537,1,-0.483166367,-0.400000006,-0.441084445,-0.439395696,-0.400957912,-0.064314157,1.0,0.0615228563547134,0.2062831073999405
1538,1,-0.48323068,-0.400000006,-0.440730572,-0.439574271,-0.401905537,-0.061671186,1.0,0.0618686974048614,0.2104581147432327
1539,1,-0.483292341,-0.400000006,-0.440374732,-0.438634366,-0.405142754,-0.055468623,1.0,0.0676216185092926,0.2571770250797272
1540,1,-0.483347803,-0.400000006,-0.439985812,-0.440412313,-0.404480726,-0.052527983,1.0,0.067486971616745,0.3373824656009674
1541,1,-0.483400345,-0.400000006,-0.439597666,-0.441929847,-0.407948732,-0.047757734,1.0,0.0684807002544403,0.2276781350374221
1542,1,-0.483448088,-0.400000006,-0.439203799,-0.43801868,-0.408711821,-0.042897154,1.0,0.0687428414821624,0.2305063158273697
1543,1,-0.483491004,-0.400000006,-0.438808411,-0.439856678,-0.403480619,-0.046627704,1.0,0.0557131618261337,0.12581567466259
1544,1,-0.483537614,-0.400000006,-0.438487977,-0.437570512,-0.399870038,-0.049309295,1.0,0.0473712533712387,0.2183288186788559
1545,1,-0.483586937,-0.400000006,-0.438215524,-0.441335768,-0.397825539,-0.052522261,1.0,0.0432655960321426,0.123414546251297
1546,1,-0.483639449,-0.400000006,-0.437966675,-0.439776093,-0.393013179,-0.058075335,0.9988767504692078,0.0397106856107711,0.1178938075900077
1547,1,-0.483697534,-0.400000006,-0.43773827,-0.439165235,-0.394293666,-0.058297161,1.0,0.0510870516300201,0.0661018565297126
1548,1,-0.483755827,-0.400000006,-0.437444448,-0.437386841,-0.394449621,-0.056077037,1.0,0.0675864517688751,0.1284282356500625
1549,1,-0.483811915,-0.400000006,-0.437055737,-0.440327823,-0.391859353,-0.056210522,1.0,0.0806477218866348,0.0399239845573902
1550,1,-0.483868122,-0.400000006,-0.436591864,-0.436393976,-0.394810438,-0.050595362,1.0,0.09910549223423,0.0782550573348999
1551,1,-0.483918726,-0.400000006,-0.436021864,-0.437583536,-0.395074904,-0.045539368,1.0,0.1134900450706482,0.1153689995408058
1552,1,-0.483964264,-0.400000006,-0.435369134,-0.438996106,-0.394548595,-0.0422065,1.0,0.1192118376493454,0.0324523150920867
1553,1,-0.484006464,-0.400000006,-0.434683472,-0.436705917,-0.393127501,-0.039756063,1.0,0.121952086687088,0.0698416009545326
1554,1,-0.484046221,-0.400000006,-0.433982074,-0.438163817,-0.392492712,-0.037886221,1.0,0.1214625090360641,0.0055689578875899
1555,1,-0.4840841,-0.400000006,-0.433283478,-0.436145067,-0.392121673,-0.034880985,1.0,0.1211164444684982,0.0207623280584812
1556,1,-0.484118968,-0.400000006,-0.432586879,-0.436371833,-0.392960697,-0.030898023,1.0,0.1233955472707748,0.0394492782652378
1557,1,-0.484149873,-0.400000006,-0.431877136,-0.437391728,-0.391769767,-0.028491084,1.0,0.1210838705301284,-0.060714282
1558,1,-0.484178364,-0.400000006,-0.431180745,-0.434268653,-0.391122639,-0.024620365,1.0,0.1211208999156951,-0.025342289
1559,1,-0.484202981,-0.400000006,-0.430484086,-0.434879899,-0.39282611,-0.019308865,1.0,0.1236842721700668,0.0118142962455749
1560,1,-0.484222293,-0.400000006,-0.429772735,-0.436434448,-0.391878128,-0.015214443,1.0,0.1218404322862625,-0.046050444
1561,1,-0.484237522,-0.400000006,-0.429071963,-0.434142321,-0.392967999,-0.008847363,1.0,0.1238394826650619,-0.003364619
1562,1,-0.484246373,-0.400000006,-0.428359687,-0.43614766,-0.39122054,-0.005953006,1.0,0.1206002235412597,-0.036324456
1563,1,-0.484252304,-0.400000006,-0.427666068,-0.436822146,-0.385901093,-0.00823544,1.0,0.1100555211305618,-0.126039758
1564,1,-0.484260559,-0.400000006,-0.427033067,-0.434201062,-0.384792894,-0.007713713,1.0,0.1081526726484298,-0.095090181
1565,1,-0.484268278,-0.400000006,-0.426411033,-0.435158253,-0.385016203,-0.005359221,1.0,0.11281418800354,-0.057128619
1566,1,-0.484273612,-0.400000006,-0.425762177,-0.43561092,-0.387454331,0.0014297403395175,1.0,0.122829183936119,-0.067373723
1567,1,-0.484272182,-0.400000006,-0.425055712,-0.435930371,-0.385471493,0.0049986876547336,1.0,0.128847524523735,-0.060225032
1568,1,-0.484267205,-0.400000006,-0.424314648,-0.435787648,-0.386614531,0.0107722207903862,1.0,0.1374978125095367,-0.085962035
1569,1,-0.484256417,-0.400000006,-0.423523813,-0.435636073,-0.384495527,0.0144435167312622,1.0,0.1398490220308303,-0.076087557
1570,1,-0.484241992,-0.400000006,-0.422719479,-0.436462581,-0.383003533,0.0163185931742191,1.0,0.1385409533977508,-0.045028687
1571,1,-0.484225661,-0.400000006,-0.421922654,-0.437818408,-0.382041931,0.0169574059545993,1.0,0.1345488429069519,-0.159526572
1572,1,-0.484208703,-0.400000006,-0.421148777,-0.434286952,-0.381186485,0.0195813607424497,1.0,0.1342492401599884,-0.078512169
1573,1,-0.484189123,-0.400000006,-0.420376658,-0.436897546,-0.381456137,0.0227521546185016,1.0,0.1355119496583938,-0.057003956
1574,1,-0.484166384,-0.400000006,-0.419597238,-0.438382924,-0.379150838,0.0240865442901849,1.0,0.1335295289754867,-0.130020291
1575,1,-0.484142274,-0.400000006,-0.418829232,-0.437600225,-0.374197274,0.0218798238784074,1.0,0.1270569562911987,-0.121337019
1576,1,-0.484120399,-0.400000006,-0.41809848,-0.437222987,-0.376197338,0.0253192521631717,1.0,0.1316827833652496,-0.160563678
1577,1,-0.484095097,-0.400000006,-0.417341083,-0.43742913,-0.371656239,0.0255383439362049,1.0,0.1306193321943283,-0.223548815
1578,1,-0.484069556,-0.400000006,-0.416589826,-0.436128289,-0.369260281,0.0260183028876781,1.0,0.1316762715578079,-0.208291277
1579,1,-0.484043539,-0.400000006,-0.41583249,-0.436473638,-0.369749963,0.0300409793853759,1.0,0.1394434571266174,-0.122830123
1580,1,-0.484013498,-0.400000006,-0.415030479,-0.438697308,-0.371625096,0.037224356085062,1.0,0.150828018784523,-0.272854716
1581,1,-0.483976275,-0.400000006,-0.414162993,-0.435462296,-0.366327614,0.0397946685552597,1.0,0.1534074395895004,-0.156022534
1582,1,-0.483936459,-0.400000006,-0.413280666,-0.437627375,-0.371515572,0.0493080951273441,1.0,0.166902095079422,-0.052898206
1583,1,-0.483887166,-0.400000006,-0.412320703,-0.441195816,-0.371122777,0.0571725033223629,1.0,0.1737328022718429,-0.189281106
1584,1,-0.483829975,-0.400000006,-0.411321491,-0.43764165,-0.368146986,0.0625637471675872,1.0,0.1737507134675979,-0.133126423
1585,1,-0.48376742,-0.400000006,-0.41032216,-0.439567745,-0.367984146,0.0677617341279983,1.0,0.1728581637144088,-0.138844952
1586,1,-0.48369965,-0.400000006,-0.409327954,-0.439097732,-0.368822306,0.0746797695755958,1.0,0.1740345507860183,-0.097643808
1587,1,-0.483624995,-0.400000006,-0.408326983,-0.440484792,-0.368781239,0.0816852822899818,1.0,0.1743807047605514,-0.132356957
1588,1,-0.483543307,-0.400000006,-0.407324016,-0.439625591,-0.367887557,0.0883986800909042,1.0,0.1739672124385833,-0.15190874
1589,1,-0.483454913,-0.400000006,-0.406323463,-0.439358801,-0.366732746,0.0931579619646072,1.0,0.1638574004173278,-0.161811545
1590,1,-0.483361751,-0.400000006,-0.405381024,-0.439191163,-0.366245359,0.0976016074419021,1.0,0.1464346796274185,0.0175202153623104
1591,1,-0.483264148,-0.400000006,-0.40453878,-0.444901526,-0.367047459,0.1012157350778579,1.0,0.127757579088211,-0.08092881
1592,1,-0.48316291,-0.400000006,-0.403804004,-0.442238361,-0.365191996,0.1048729568719863,1.0,0.1097993403673172,-0.104073346
1593,1,-0.483058035,-0.400000006,-0.403172463,-0.441002756,-0.36658442,0.1111727058887481,1.0,0.1006360799074173,-0.079768382
1594,1,-0.482946873,-0.400000006,-0.402593672,-0.442439735,-0.364703983,0.1162385195493698,1.0,0.0868507027626037,-0.074148886
1595,1,-0.482830644,-0.400000006,-0.402094156,-0.441518486,-0.368029654,0.1253726631402969,1.0,0.0795556455850601,-0.060527131
1596,1,-0.482705265,-0.400000006,-0.401636571,-0.442306995,-0.367026299,0.130974605679512,1.0,0.0682753920555114,-0.012698512
1597,1,-0.482574284,-0.400000006,-0.401243895,-0.443798453,-0.367334753,0.1352159231901168,1.0,0.0579968094825744,-0.018087091
1598,1,-0.482439071,-0.400000006,-0.400910318,-0.441929966,-0.372401357,0.1439967155456543,1.0,0.0514529794454574,0.0046723973937332
1599,1,-0.482295066,-0.400000006,-0.400614381,-0.443907708,-0.368744135,0.145964577794075,1.0,0.0356102138757705,0.0485743843019008
1600,1,-0.482149124,-0.400000006,-0.400409579,-0.445912987,-0.367118448,0.1449719369411468,1.0,0.0169207006692886,-0.020578953
1601,1,-0.482004136,-0.400000006,-0.400312245,-0.44439134,-0.364768118,0.1429609060287475,1.0,0.0005795359611511,-0.018137278
1602,1,-0.481861174,-0.400000006,-0.400308907,-0.443834156,-0.366683841,0.1443560272455215,1.0,-0.008186668,-0.033499502
1603,1,-0.481716812,-0.400000006,-0.400355995,-0.444881171,-0.362006545,0.1416843980550766,1.0,-0.020179003,-0.021319026
1604,1,-0.481575131,-0.400000006,-0.400472075,-0.445182979,-0.362319201,0.1419428586959839,1.0,-0.024337143,0.0720230638980865
1605,1,-0.481433213,-0.400000006,-0.400612026,-0.446895003,-0.366517305,0.146984577178955,1.0,-0.019526824,0.084280215203762
1606,1,-0.481286228,-0.400000006,-0.400724351,-0.44844684,-0.363087475,0.1473676413297653,1.0,-0.023271397,0.1316963285207748
1607,1,-0.481138855,-0.400000006,-0.400858194,-0.449841261,-0.363645822,0.1486816108226776,1.0,-0.0252105,0.0608564428985118
1608,1,-0.480990171,-0.400000006,-0.401003182,-0.447978765,-0.362149358,0.1498956382274627,1.0,-0.027582556,0.0849655419588089
1609,1,-0.480840266,-0.400000006,-0.40116182,-0.449665934,-0.359498799,0.1480523496866226,1.0,-0.033587113,0.1093612089753151
1610,1,-0.480692208,-0.400000006,-0.401354998,-0.449580312,-0.362195194,0.1501890122890472,1.0,-0.033691406,0.1387545019388198
1611,1,-0.480542034,-0.400000006,-0.401548803,-0.450827152,-0.361394048,0.15177983045578,1.0,-0.034283385,0.1724750399589538
1612,1,-0.480390251,-0.400000006,-0.401745975,-0.452640563,-0.359325826,0.1503087878227234,1.0,-0.03988196,0.1875368356704712
1613,1,-0.480239928,-0.400000006,-0.401975363,-0.45214507,-0.362318486,0.1520563662052154,1.0,-0.040386856,0.1745845377445221
1614,1,-0.480087876,-0.400000006,-0.402207643,-0.451565444,-0.362762123,0.1543339043855667,1.0,-0.041326523,0.2052030861377716
1615,1,-0.47993356,-0.400000006,-0.402445316,-0.453063965,-0.361328423,0.153570681810379,1.0,-0.048286721,0.1668507158756256
1616,1,-0.479779989,-0.400000006,-0.402723044,-0.452664435,-0.358691812,0.1505686193704605,1.0,-0.058230713,0.2623431980609894
1617,1,-0.479629397,-0.400000006,-0.403057963,-0.45577538,-0.358908176,0.1477260589599609,1.0,-0.066155851,0.2160399854183197
1618,1,-0.479481697,-0.400000006,-0.403438479,-0.454609305,-0.357776135,0.1448952555656433,1.0,-0.073038824,0.2062921524047851
1619,1,-0.479336798,-0.400000006,-0.403858542,-0.454667747,-0.356626004,0.1431319266557693,1.0,-0.075004853,0.2740806341171264
1620,1,-0.479193658,-0.400000006,-0.404289931,-0.455236852,-0.361697525,0.1468371450901031,1.0,-0.068863943,0.2182023972272873
1621,1,-0.479046822,-0.400000006,-0.404686004,-0.455685526,-0.354763627,0.1426250040531158,1.0,-0.074230298,0.2286021411418914
1622,1,-0.478904188,-0.400000006,-0.405112952,-0.456287384,-0.353998035,0.139151394367218,1.0,-0.076405957,0.2428208887577057
1623,1,-0.478765041,-0.400000006,-0.405552417,-0.456493974,-0.354800195,0.1377363502979278,1.0,-0.074793518,0.2553780674934387
1624,1,-0.478627294,-0.400000006,-0.405982584,-0.457308829,-0.35361135,0.1361047625541687,1.0,-0.072720617,0.2573682963848114
1625,1,-0.478491187,-0.400000006,-0.40640083,-0.457121015,-0.354373753,0.1352795958518982,1.0,-0.069654137,0.2365285158157348
1626,1,-0.478355914,-0.400000006,-0.406801462,-0.457175374,-0.352126747,0.1331824213266372,1.0,-0.068317488,0.2591300308704376
1627,1,-0.478222728,-0.400000006,-0.407194376,-0.458010912,-0.351880282,0.130850687623024,1.0,-0.067276984,0.3484437167644501
1628,1,-0.478091896,-0.400000006,-0.407581329,-0.460704654,-0.352730423,0.1279933303594589,1.0,-0.068006337,0.2899112105369568
1629,1,-0.477963895,-0.400000006,-0.407972485,-0.459056139,-0.351822704,0.1252849847078323,1.0,-0.068867922,0.376479297876358
1630,1,-0.477838606,-0.400000006,-0.408368558,-0.461576283,-0.352919072,0.1229974031448364,1.0,-0.069631919,0.3155756890773773
1631,1,-0.477715611,-0.400000006,-0.408769071,-0.460472763,-0.35013926,0.1182104349136352,1.0,-0.074522406,0.348026841878891
1632,1,-0.477597415,-0.400000006,-0.409197688,-0.460703343,-0.352692693,0.1169104129076004,1.0,-0.07529968,0.3921069800853729
1633,1,-0.477480501,-0.400000006,-0.409630775,-0.463193923,-0.349628955,0.1116223633289337,1.0,-0.082000047,0.3255833983421325
1634,1,-0.477368861,-0.400000006,-0.410102397,-0.461301297,-0.348654419,0.1075484752655029,1.0,-0.085187167,0.3496997654438019
1635,1,-0.477261335,-0.400000006,-0.410592347,-0.462706268,-0.34685114,0.101636491715908,1.0,-0.090034589,0.4126443266868591
1636,1,-0.477159679,-0.400000006,-0.411110193,-0.463447869,-0.350920856,0.1014578938484191,1.0,-0.085379943,0.3504365980625152
1637,1,-0.477058232,-0.400000006,-0.411601245,-0.46224916,-0.348296165,0.0987267643213272,1.0,-0.084742889,0.366664171218872
1638,1,-0.476959497,-0.400000006,-0.412088662,-0.462691277,-0.348592639,0.0967499911785125,1.0,-0.084050655,0.314008504152298
1639,1,-0.476862758,-0.400000006,-0.412572086,-0.461862326,-0.345813841,0.0927274227142334,1.0,-0.083863497,0.3643389046192169
1640,1,-0.476770014,-0.400000006,-0.413054407,-0.46330449,-0.346520424,0.0893105790019035,1.0,-0.081747949,0.3543220162391662
1641,1,-0.476680726,-0.400000006,-0.413524598,-0.463219285,-0.345774323,0.0859329178929328,1.0,-0.080083147,0.3779984414577484
1642,1,-0.476594776,-0.400000006,-0.413985193,-0.464811772,-0.343364537,0.0809835195541381,1.0,-0.07886596,0.3557543456554413
1643,1,-0.476513803,-0.400000006,-0.414438784,-0.463148534,-0.346129805,0.0796581655740737,1.0,-0.072797954,0.4482197165489197
1644,1,-0.476434141,-0.400000006,-0.414857507,-0.466354609,-0.34575814,0.0767208635807037,1.0,-0.069770902,0.3958349227905273
1645,1,-0.47635743,-0.400000006,-0.415258795,-0.464168757,-0.347077191,0.0754801332950592,1.0,-0.067457199,0.4169787168502807
1646,1,-0.476281941,-0.400000006,-0.415646762,-0.465553075,-0.345038652,0.07129418104887,1.0,-0.068148777,0.4150448441505432
1647,1,-0.476210654,-0.400000006,-0.416038722,-0.464957088,-0.346633255,0.0685312747955322,1.0,-0.069230273,0.4267387092113495
1648,1,-0.476142108,-0.400000006,-0.416436911,-0.46654129,-0.343050003,0.0620363913476467,1.0,-0.075943336,0.4112008213996887
1649,1,-0.47608006,-0.400000006,-0.416873693,-0.465264916,-0.345325321,0.0589749291539192,1.0,-0.075565666,0.4305332005023956
1650,1,-0.476021111,-0.400000006,-0.417308331,-0.466184705,-0.344499201,0.0546567626297473,0.986366331577301,-0.078660578,0.4409343004226684
1651,1,-0.475966454,-0.400000006,-0.41776073,-0.465749562,-0.346844763,0.0539625696837902,0.9869211316108704,-0.075001687,0.453357070684433
1652,1,-0.475912482,-0.400000006,-0.418192118,-0.465838045,-0.347821593,0.0535732209682464,0.9873362183570862,-0.07280457,0.4439352750778198
1653,1,-0.475858897,-0.400000006,-0.418610841,-0.465536296,-0.347784609,0.0520006902515888,0.9826893210411072,-0.072747141,0.470507264137268
1654,1,-0.475806892,-0.400000006,-0.419029266,-0.465824097,-0.34957841,0.0514549612998962,0.9801140427589417,-0.07406956,0.5108283758163452
1655,1,-0.475755453,-0.400000006,-0.41945526,-0.466875732,-0.350455612,0.0495468564331531,0.9717360138893129,-0.077819124,0.5247268080711365
1656,1,-0.475705892,-0.400000006,-0.419902861,-0.466910005,-0.351742655,0.0483356490731239,0.9643500447273254,-0.08308202,0.5192210078239441
1657,1,-0.475657582,-0.400000006,-0.420380712,-0.466478646,-0.352486193,0.0465022660791873,0.955144703388214,-0.088295922,0.5362443327903748
1658,1,-0.475611061,-0.400000006,-0.420888543,-0.467148423,-0.352179199,0.0431789383292198,0.9397907853126526,-0.095889181,0.5432660579681396
1659,1,-0.475567877,-0.400000006,-0.421440035,-0.466796696,-0.353936493,0.0410937890410423,0.9302778840065002,-0.100485265,0.5697541832923889
1660,1,-0.47552678,-0.400000006,-0.422017992,-0.468109518,-0.352646858,0.0363930650055408,0.9114289879798888,-0.107226416,0.5191613435745239
1661,1,-0.475490391,-0.400000006,-0.422634721,-0.466376334,-0.352787167,0.032805897295475,0.8982266783714294,-0.110723138,0.5448557138442993
1662,1,-0.475457609,-0.400000006,-0.423271537,-0.467334658,-0.352481544,0.0283097177743911,0.8835176825523376,-0.112542152,0.6290894746780396
1663,1,-0.475429296,-0.400000006,-0.423918813,-0.468635648,-0.35700199,0.0282874293625354,0.8865391612052917,-0.10823682,0.5089603066444397
1664,1,-0.475400984,-0.400000006,-0.424541354,-0.466527909,-0.351312339,0.022311296314001,0.8671694397926331,-0.110402495,0.5707716345787048
1665,1,-0.475378692,-0.400000006,-0.425176352,-0.466924578,-0.356303453,0.0225815139710903,0.8731606602668762,-0.103172779,0.5895220637321472
1666,1,-0.475356102,-0.400000006,-0.425769746,-0.467965335,-0.355056256,0.0186683386564254,0.8647246956825256,-0.105336413,0.569794237613678
1667,1,-0.475337446,-0.400000006,-0.426375598,-0.467291147,-0.355105966,0.0151271894574165,0.8580551743507385,-0.108884215,0.5696709752082825
1668,1,-0.475322306,-0.400000006,-0.427001834,-0.467529714,-0.354377955,0.0099899731576442,0.8463074564933777,-0.115327537,0.5776881575584412
1669,1,-0.475312322,-0.400000006,-0.427665144,-0.467804015,-0.354356766,0.0056409984827041,0.8384658694267273,-0.119465873,0.6895943880081177
1670,1,-0.47530669,-0.400000006,-0.428352267,-0.469605953,-0.360141546,0.0062541179358959,0.8475714325904846,-0.113877326,0.6117359399795532
1671,1,-0.475300431,-0.400000006,-0.429007232,-0.467861474,-0.357589215,0.0026503838598728,0.8411651253700256,-0.116405785,0.6282752156257629
1672,1,-0.475297779,-0.400000006,-0.429676741,-0.468120426,-0.358466208,-0.000974242,0.8349738717079163,-0.118172795,0.6784156560897827
1673,1,-0.475298762,-0.400000006,-0.430356413,-0.468464524,-0.362448037,-0.001392096,0.8385617136955261,-0.114751488,0.6207813620567322
1674,1,-0.475300133,-0.400000006,-0.431016415,-0.467270106,-0.360267788,-0.006269999,0.8242781758308411,-0.122145146,0.7002527117729187
1675,1,-0.475306422,-0.400000006,-0.431718946,-0.469811916,-0.360589504,-0.011659,0.8066825270652771,-0.131843075,0.6880149245262146
1676,1,-0.475318074,-0.400000006,-0.432477236,-0.468291581,-0.363926739,-0.01386689,0.8040856719017029,-0.131929919,0.660503625869751
1677,1,-0.475331932,-0.400000006,-0.433236033,-0.467609018,-0.363223314,-0.017403863,0.7941835522651672,-0.136506215,0.6928241848945618
1678,1,-0.475349337,-0.400000006,-0.434021145,-0.46830371,-0.3643713,-0.020767771,0.7873576283454895,-0.138755202,0.6417757272720337
1679,1,-0.475370109,-0.400000006,-0.434819221,-0.467515767,-0.361630291,-0.027699251,0.7684614062309265,-0.147084206,0.6711424589157104
1680,1,-0.475397795,-0.400000006,-0.43566516,-0.467077821,-0.365880787,-0.029205423,0.7745869755744934,-0.141068995,0.6614888310432434
1681,1,-0.475427002,-0.400000006,-0.436476529,-0.466981322,-0.36520493,-0.032742675,0.7709525227546692,-0.140723869,0.6960236430168152
1682,1,-0.475459754,-0.400000006,-0.4372859,-0.467639506,-0.366683811,-0.035890032,0.7720181345939636,-0.137128621,0.6148990988731384
1683,1,-0.475495636,-0.400000006,-0.438074619,-0.466567248,-0.361788213,-0.0452432,0.7516866326332092,-0.149686918,0.6466330885887146
1684,1,-0.475540876,-0.400000006,-0.438935548,-0.467144459,-0.363229901,-0.052123118,0.747373640537262,-0.153118849,0.6367723345756531
1685,1,-0.475593001,-0.400000006,-0.439816207,-0.46597141,-0.365763009,-0.055165503,0.7579043507575989,-0.146488681,0.6637886166572571
1686,1,-0.475648165,-0.400000006,-0.440658748,-0.467716843,-0.363228291,-0.063537493,0.7524988055229187,-0.15076758,0.63444983959198
1687,1,-0.475711703,-0.400000006,-0.441525877,-0.466432035,-0.364148855,-0.068434164,0.7588043808937073,-0.145734087,0.6228333115577698
1688,1,-0.475780159,-0.400000006,-0.442364097,-0.46605742,-0.364111096,-0.073277369,0.7688795924186707,-0.135882244,0.6577112674713135
1689,1,-0.475853413,-0.400000006,-0.443145603,-0.466017216,-0.367719501,-0.074632868,0.7866669297218323,-0.121969283,0.6419817209243774
1690,1,-0.475928068,-0.400000006,-0.44384712,-0.465192765,-0.368619919,-0.076301321,0.7991445660591125,-0.111603171,0.6211414337158203
1691,1,-0.476004362,-0.400000006,-0.444489002,-0.466200948,-0.363511294,-0.084617957,0.7867811322212219,-0.117054328,0.6509407758712769
1692,1,-0.476088971,-0.400000006,-0.445162266,-0.465335846,-0.369086564,-0.086478829,0.7973273396492004,-0.108293921,0.6614821553230286
1693,1,-0.476175457,-0.400000006,-0.445785105,-0.464888573,-0.371482491,-0.087627307,0.8064994215965271,-0.100902468,0.6971399188041687
1694,1,-0.476263076,-0.400000006,-0.446365446,-0.466538936,-0.37009719,-0.091506302,0.8026956915855408,-0.101860955,0.6598683595657349
1695,1,-0.476354599,-0.400000006,-0.4469513,-0.464395583,-0.372800052,-0.093426809,0.804432213306427,-0.099637687,0.6576018929481506
1696,1,-0.476448029,-0.400000006,-0.447524369,-0.46480906,-0.371333033,-0.098291442,0.7959197163581848,-0.103629127,0.6400017738342285
1697,1,-0.476546317,-0.400000006,-0.448120415,-0.463833719,-0.372499049,-0.102302372,0.7905111908912659,-0.105720043,0.6814892292022705
1698,1,-0.476648599,-0.400000006,-0.448728472,-0.464467406,-0.37474671,-0.104042917,0.7939777970314026,-0.102294415,0.6945844292640686
1699,1,-0.476752669,-0.400000006,-0.4493168,-0.464278162,-0.376623929,-0.105240718,0.8011496663093567,-0.096369609,0.6362394690513611
1700,1,-0.476857901,-0.400000006,-0.449871093,-0.462880611,-0.374982089,-0.10956943,0.7934550642967224,-0.100010544,0.6426898241043091
1701,1,-0.476967454,-0.400000006,-0.450446308,-0.462876111,-0.37564069,-0.113223016,0.7936246991157532,-0.09811677,0.6245554685592651
1702,1,-0.477080673,-0.400000006,-0.451010615,-0.461161703,-0.378970414,-0.113313422,0.8071668744087219,-0.087979823,0.7271072268486023
1703,1,-0.477194011,-0.400000006,-0.451516628,-0.464209616,-0.380081892,-0.115262255,0.8104578852653503,-0.084584266,0.6853774785995483
1704,1,-0.477309257,-0.400000006,-0.452003121,-0.463117659,-0.379184753,-0.118868783,0.8092580437660217,-0.083734035,0.6198623776435852
1705,1,-0.477428138,-0.400000006,-0.452484727,-0.460726827,-0.379805744,-0.122092187,0.8125010132789612,-0.078200102,0.6416031122207642
1706,1,-0.477550238,-0.400000006,-0.452934504,-0.460303426,-0.383250028,-0.122404024,0.8227896094322205,-0.071698546,0.6487327218055725
1707,1,-0.477672637,-0.400000006,-0.453346878,-0.460210383,-0.384242117,-0.123404875,0.8301250338554382,-0.065956563,0.6731566786766052
1708,1,-0.477796018,-0.400000006,-0.453726232,-0.459822118,-0.387849271,-0.122157693,0.8408933281898499,-0.058564931,0.6648606061935425
1709,1,-0.477918178,-0.400000006,-0.454063058,-0.459724158,-0.387313545,-0.121264353,0.8492336869239807,-0.050841063,0.5822411179542542
1710,1,-0.478039443,-0.400000006,-0.454355478,-0.45816952,-0.38371557,-0.126127675,0.8402649760246277,-0.04729259,0.5371001958847046
1711,1,-0.478165597,-0.400000006,-0.454627484,-0.458338201,-0.378695428,-0.136865899,0.8208428025245667,-0.043989584,0.5651544332504272
1712,1,-0.478302449,-0.400000006,-0.454880506,-0.459772229,-0.377198756,-0.146696553,0.8147714734077454,-0.032279789,0.4995074868202209
1713,1,-0.478449136,-0.400000006,-0.455066144,-0.458824247,-0.373477995,-0.155088231,0.8215304017066956,-0.016554549,0.5947585701942444
1714,1,-0.478604227,-0.400000006,-0.455161363,-0.462065428,-0.373279542,-0.159310743,0.8398056626319885,-0.004403159,0.4563191533088684
1715,1,-0.478763551,-0.400000006,-0.455186695,-0.456226736,-0.376951724,-0.155644253,0.8771507143974304,0.0088404417037963,0.401741623878479
1716,1,-0.478919178,-0.400000006,-0.455135852,-0.455452383,-0.373816997,-0.148219302,0.8975849747657776,0.0127919018268585,0.4565133452415466
1717,1,-0.479067415,-0.400000006,-0.45506227,-0.456955343,-0.374785304,-0.141675159,0.9138579964637756,0.0157873332500457,0.4261370003223419
1718,1,-0.479209095,-0.400000006,-0.454971462,-0.455754638,-0.37534979,-0.136180401,0.9297522902488708,0.0189450979232788,0.3971314430236816
1719,1,-0.479345262,-0.400000006,-0.454862505,-0.455106705,-0.374393076,-0.132008001,0.9378622174263,0.0200799256563186,0.4040612876415252
1720,1,-0.479477257,-0.400000006,-0.454747021,-0.454358578,-0.377330363,-0.128644258,0.9518662095069884,0.0244794189929962,0.3670745193958282
1721,1,-0.479605913,-0.400000006,-0.454606235,-0.45346567,-0.376310438,-0.126158759,0.9606409668922424,0.0271053910255432,0.4000860452651977
1722,1,-0.479732066,-0.400000006,-0.454450309,-0.453640163,-0.379088104,-0.123847827,0.9719138741493224,0.0320978164672851,0.365169882774353
1723,1,-0.479855925,-0.400000006,-0.454265714,-0.453477025,-0.376085937,-0.121975705,0.9733424782752992,0.0346063375473022,0.3494635224342346
1724,1,-0.479977906,-0.400000006,-0.454066664,-0.452737838,-0.376732856,-0.120048031,0.9775794148445128,0.038034588098526,0.3694450259208679
1725,1,-0.48009795,-0.400000006,-0.453847915,-0.452825248,-0.378468752,-0.117914066,0.9843605160713196,0.0427158176898956,0.381502091884613
1726,1,-0.480215847,-0.400000006,-0.453602225,-0.452439815,-0.380830765,-0.116038397,0.9965906739234924,0.04958938062191,0.3486054837703705
1727,1,-0.480331898,-0.400000006,-0.453317016,-0.451020867,-0.38179794,-0.114559159,1.0,0.0564905703067779,0.317075103521347
1728,1,-0.480446458,-0.400000006,-0.452992111,-0.450513452,-0.380167186,-0.113587037,1.0,0.0608489215373992,0.334217369556427
1729,1,-0.480560035,-0.400000006,-0.452642143,-0.450534105,-0.381819427,-0.108113691,1.0,0.0620920956134796,0.2975423038005829
1730,1,-0.480668157,-0.400000006,-0.452285022,-0.449577421,-0.381022006,-0.103888765,1.0,0.0630243420600891,0.3162774741649627
